operator_id,total_calls,missed_calls,missed_call_rate,avg_waiting_time,outbound_calls,internal_call_rate,avg_call_duration,classification
891192,1,0,0.0,32.0,1,0.0,1306.0,Eficiente
891250,2,0,0.0,18.0,2,0.0,110.0,Eficiente
891252,98,49,0.5,111.51020408163265,98,0.0,354.48979591836735,Ineficaz parcial
891254,2,0,0.0,26.0,0,0.0,79.0,Eficiente
891410,3773,1086,0.2878346143652266,202.90935595017228,3031,0.023323615160349854,2324.9159819772067,Ineficaz parcial
891414,3374,1030,0.3052756372258447,157.47095435684648,2846,0.036751630112625965,2071.3061647895674,Zona media
891416,966,318,0.32919254658385094,80.39337474120083,814,0.06418219461697723,811.0320910973085,Zona media
891646,8,0,0.0,25.875,0,0.0,29.125,Eficiente
891744,14,2,0.14285714285714285,21.357142857142858,9,0.0,29.428571428571427,Eficiente
891746,37,13,0.35135135135135137,163.8108108108108,37,0.0,198.3783783783784,Zona media
891824,46,11,0.2391304347826087,23.73913043478261,34,0.0,318.5869565217391,Eficiente
891900,36,0,0.0,104.33333333333333,0,0.0,329.75,Zona media
891906,77,0,0.0,82.2987012987013,0,0.0,554.7402597402597,Eficiente
891908,51,8,0.1568627450980392,16.313725490196077,11,0.0392156862745098,300.05882352941177,Eficiente
891918,8,1,0.125,29.75,1,0.0,62.0,Eficiente
891946,52,19,0.36538461538461536,73.25,35,0.07692307692307693,70.13461538461539,Zona media
891948,1,0,0.0,3.0,0,0.0,33.0,Eficiente
891970,21,9,0.42857142857142855,107.85714285714286,21,0.0,316.0,Ineficaz parcial
891976,2,2,1.0,23.0,2,0.0,0.0,Ineficaz parcial
891988,944,126,0.13347457627118645,88.34427966101696,503,0.0,868.2987288135594,Eficiente
892028,1554,540,0.3474903474903475,708.2554697554698,1554,0.002574002574002574,1174.420205920206,Ineficaz parcial
892530,21,7,0.3333333333333333,41.857142857142854,10,0.047619047619047616,71.0952380952381,Zona media
892532,176,37,0.21022727272727273,73.96022727272727,102,0.005681818181818182,296.8806818181818,Eficiente
892534,46,5,0.10869565217391304,135.2826086956522,11,0.0,1189.108695652174,Zona media
892536,34,11,0.3235294117647059,35.55882352941177,17,0.0,131.88235294117646,Zona media
892538,135,35,0.25925925925925924,152.46666666666667,123,0.0,559.4296296296296,Zona media
892798,37,30,0.8108108108108109,137.86486486486487,36,0.0,30.18918918918919,Ineficaz parcial
892800,10,5,0.5,47.7,10,0.0,645.5,Ineficaz parcial
893172,46,2,0.043478260869565216,42.108695652173914,3,0.06521739130434782,184.65217391304347,Eficiente
893400,6,1,0.16666666666666666,18.0,3,0.3333333333333333,15.166666666666666,Eficiente
893402,424,28,0.0660377358490566,229.05188679245282,56,0.02122641509433962,561.3844339622641,Ineficaz parcial
893420,245,14,0.05714285714285714,219.3469387755102,36,0.0163265306122449,1065.0,Ineficaz parcial
893674,2701,1022,0.3783783783783784,860.8511662347279,2701,0.0018511662347278786,1324.3217326915958,Ineficaz parcial
893700,8,3,0.375,87.375,8,0.0,8.5,Zona media
893804,6570,1604,0.2441400304414003,445.0978691019787,3938,0.0073059360730593605,1609.3246575342466,Ineficaz parcial
894120,24,1,0.041666666666666664,47.333333333333336,0,0.0,198.58333333333334,Eficiente
894224,50,34,0.68,35.58,33,0.86,42.4,Ineficaz parcial
894226,25,17,0.68,36.92,25,0.8,11.68,Ineficaz parcial
894230,21,11,0.5238095238095238,24.333333333333332,15,0.9523809523809523,57.57142857142857,Ineficaz parcial
894232,21,10,0.47619047619047616,29.285714285714285,16,1.0,43.42857142857143,Ineficaz parcial
894614,8,1,0.125,19.375,0,0.0,201.625,Eficiente
894656,3416,1368,0.40046838407494145,242.00644028103045,3396,0.0,1112.5725995316159,Muy ineficaz
894662,49,14,0.2857142857142857,45.02040816326531,48,0.061224489795918366,779.469387755102,Zona media
894934,20,18,0.9,34.55,20,0.0,3.0,Ineficaz parcial
895140,4,0,0.0,109.5,0,0.0,47.25,Zona media
895170,11,0,0.0,17.181818181818183,0,0.0,74.0909090909091,Eficiente
895172,95,43,0.45263157894736844,62.98947368421052,86,0.031578947368421054,231.90526315789472,Ineficaz parcial
895266,4,1,0.25,10.75,1,0.0,12.0,Eficiente
895370,10,3,0.3,48.3,10,0.0,151.9,Zona media
895574,99,3,0.030303030303030304,44.01010101010101,0,0.0,334.74747474747477,Eficiente
895576,80,1,0.0125,38.9875,0,0.0,221.6375,Eficiente
895578,64,0,0.0,38.96875,0,0.0,165.859375,Eficiente
895598,5,1,0.2,11.2,2,0.0,21.2,Eficiente
895774,131,59,0.45038167938931295,93.95419847328245,118,0.0,219.3053435114504,Ineficaz parcial
895776,264,104,0.3939393939393939,129.95833333333334,252,0.003787878787878788,500.64772727272725,Zona media
895782,14,0,0.0,33.357142857142854,0,0.0,71.0,Eficiente
895786,46,0,0.0,77.45652173913044,0,0.0,207.32608695652175,Eficiente
896008,202,36,0.1782178217821782,37.57920792079208,202,1.0,275.7475247524753,Eficiente
896010,15,5,0.3333333333333333,22.066666666666666,5,0.13333333333333333,57.333333333333336,Zona media
896012,270,1,0.003703703703703704,31.774074074074075,0,0.0,656.3592592592593,Eficiente
896014,28,7,0.25,18.142857142857142,9,0.07142857142857142,81.21428571428571,Eficiente
896016,377,125,0.33156498673740054,58.3368700265252,294,0.23076923076923078,455.8832891246684,Zona media
896018,20,4,0.2,17.95,11,0.4,28.45,Eficiente
896020,16,0,0.0,6.625,0,0.0,220.4375,Eficiente
896382,437,160,0.36613272311212813,883.3935926773455,396,0.009153318077803204,3875.878718535469,Ineficaz parcial
896384,30,13,0.43333333333333335,257.76666666666665,30,0.0,1244.4,Muy ineficaz
896386,76,40,0.5263157894736842,936.3157894736842,76,0.0,1959.157894736842,Muy ineficaz
896390,97,46,0.4742268041237113,320.12371134020617,97,0.0,1486.2268041237114,Muy ineficaz
896428,259,53,0.20463320463320464,163.33204633204633,221,0.007722007722007722,1272.0733590733591,Zona media
896430,19,9,0.47368421052631576,28.157894736842106,18,0.0,135.89473684210526,Ineficaz parcial
896536,208,2,0.009615384615384616,80.47596153846153,0,0.02403846153846154,477.34615384615387,Eficiente
896538,14,1,0.07142857142857142,66.92857142857143,0,0.0,184.64285714285714,Eficiente
896708,240,61,0.25416666666666665,162.42083333333332,174,0.0,1286.9416666666666,Zona media
897030,82,41,0.5,172.9878048780488,76,0.024390243902439025,510.6829268292683,Ineficaz parcial
897872,57,17,0.2982456140350877,13.052631578947368,53,0.07017543859649122,230.3684210526316,Zona media
897894,19,0,0.0,81.73684210526316,19,0.0,3240.842105263158,Eficiente
898414,91,25,0.27472527472527475,250.04395604395606,59,0.0,1101.065934065934,Ineficaz parcial
898422,101,20,0.19801980198019803,58.504950495049506,36,0.0,556.4356435643564,Eficiente
898434,10,9,0.9,86.4,10,0.3,0.6,Ineficaz parcial
898558,23,0,0.0,69.65217391304348,0,0.0,84.8695652173913,Eficiente
898560,21,0,0.0,94.14285714285714,0,0.0,169.8095238095238,Eficiente
898676,3,0,0.0,8.333333333333334,0,0.0,94.66666666666667,Eficiente
898892,102,27,0.2647058823529412,67.99019607843137,90,0.0,150.80392156862746,Zona media
898902,22,10,0.45454545454545453,134.13636363636363,22,0.0,213.9090909090909,Ineficaz parcial
898906,147,41,0.2789115646258503,359.27891156462584,127,0.006802721088435374,1436.3265306122448,Ineficaz parcial
898920,79,8,0.10126582278481013,221.83544303797467,66,0.0,1332.139240506329,Ineficaz parcial
899076,2,2,1.0,23.5,2,0.5,0.0,Ineficaz parcial
899082,2372,534,0.2251264755480607,265.6226812816189,1659,0.00042158516020236085,588.6382799325464,Ineficaz parcial
899250,1979,684,0.34562910560889337,456.0434562910561,1670,0.001010611419909045,670.1116725618999,Ineficaz parcial
899268,32,2,0.0625,32.8125,0,0.0,134.75,Eficiente
899788,655,351,0.5358778625954198,504.7114503816794,655,0.004580152671755725,1853.4396946564887,Muy ineficaz
899790,731,409,0.5595075239398085,775.8919288645691,731,0.0,2708.986320109439,Muy ineficaz
